codice_proiezione,data_ora_proiezione,titolo_film,genere,regista,anno,durata_minuti,eta_minima,prezzo_biglietto
PRO003640,2022-01-29 10:30:00,Blood Simple,Crime,Joel Coen,1984,99,12,8.50
PRO003641,2022-01-29 13:00:00,Aladdin,Animation,Ron Clements,1992,90,0,7.00
PRO003642,2022-01-29 15:30:00,Doctor Zhivago,Drama,David Lean,1965,197,12,6.50
PRO003643,2022-01-30 10:30:00,Boksuneun naui geot,Crime,Chan-wook Park,2002,129,16,7.00
PRO003644,2022-01-30 13:30:00,The Usual Suspects,Crime,Bryan Singer,1995,106,12,6.50
PRO003645,2022-01-30 16:00:00,Aladdin,Animation,Ron Clements,1992,90,0,6.50
PRO003646,2022-01-31 10:00:00,Blood Simple,Crime,Joel Coen,1984,99,12,7.50
PRO003647,2022-01-31 12:30:00,Spartacus,Adventure,Stanley Kubrick,1960,197,12,8.00
PRO003648,2022-01-31 17:00:00,The Boondock Saints,Action,Troy Duffy,1999,108,16,8.00
PRO003649,2022-02-01 10:00:00,Freaks,Drama,Tod Browning,1932,64,12,7.50
PRO003650,2022-02-02 10:00:00,Boksuneun naui geot,Crime,Chan-wook Park,2002,129,16,7.50
PRO003651,2022-02-02 13:00:00,Rocky,Drama,John G. Avildsen,1976,120,0,8.00
PRO003652,2022-02-03 10:00:00,True Romance,Crime,Tony Scott,1993,119,16,8.00
PRO003653,2022-02-03 13:00:00,Rocky,Drama,John G. Avildsen,1976,120,0,6.50
PRO003654,2022-02-04 10:00:00,The Kid,Comedy,Charles Chaplin,1921,68,12,7.00
PRO003655,2022-02-05 10:30:00,Rain Man,Drama,Barry Levinson,1988,133,0,8.00
PRO003656,2022-02-05 13:30:00,The Others,Horror,Alejandro Amenábar,2001,101,12,7.50
PRO003657,2022-02-05 16:00:00,Boksuneun naui geot,Crime,Chan-wook Park,2002,129,16,7.50
PRO003658,2022-02-05 19:00:00,Boksuneun naui geot,Crime,Chan-wook Park,2002,129,16,9.00
PRO003659,2022-02-06 10:00:00,Blood Simple,Crime,Joel Coen,1984,99,12,8.50
PRO003660,2022-02-06 12:30:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,6.50
PRO003661,2022-02-06 15:30:00,The Others,Horror,Alejandro Amenábar,2001,101,12,6.50
PRO003662,2022-02-07 10:30:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,7.00
PRO003663,2022-02-07 13:30:00,The Others,Horror,Alejandro Amenábar,2001,101,12,8.00
PRO003664,2022-02-07 16:00:00,Doctor Zhivago,Drama,David Lean,1965,197,12,8.00
PRO003665,2022-02-08 10:00:00,Spartacus,Adventure,Stanley Kubrick,1960,197,12,7.00
PRO003666,2022-02-08 14:00:00,The Boondock Saints,Action,Troy Duffy,1999,108,16,7.00
PRO003667,2022-02-09 10:00:00,Spartacus,Adventure,Stanley Kubrick,1960,197,12,8.50
PRO003668,2022-02-09 14:00:00,Boksuneun naui geot,Crime,Chan-wook Park,2002,129,16,6.50
PRO003669,2022-02-09 17:00:00,Spartacus,Adventure,Stanley Kubrick,1960,197,12,6.50
PRO003670,2022-02-10 10:00:00,In the Name of the Father,Biography,Jim Sheridan,1993,133,12,6.50
PRO003671,2022-02-10 13:00:00,Sleuth,Mystery,Joseph L. Mankiewicz,1972,138,6,7.00
PRO003672,2022-02-10 16:00:00,Shadow of a Doubt,Film-Noir,Alfred Hitchcock,1943,108,6,6.50
PRO003673,2022-02-11 10:00:00,True Romance,Crime,Tony Scott,1993,119,16,6.50
PRO003674,2022-02-12 10:00:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,6.50
PRO003675,2022-02-12 13:00:00,In the Name of the Father,Biography,Jim Sheridan,1993,133,12,8.00
PRO003676,2022-02-12 16:00:00,The Others,Horror,Alejandro Amenábar,2001,101,12,8.50
PRO003677,2022-02-12 18:30:00,The Kid,Comedy,Charles Chaplin,1921,68,12,9.50
PRO003678,2022-02-13 10:30:00,28 Days Later...,Drama,Danny Boyle,2002,113,12,6.50
PRO003679,2022-02-13 13:30:00,Boksuneun naui geot,Crime,Chan-wook Park,2002,129,16,7.00
PRO003680,2022-02-13 16:30:00,Rain Man,Drama,Barry Levinson,1988,133,0,6.50
PRO003681,2022-02-14 10:30:00,Sleuth,Mystery,Joseph L. Mankiewicz,1972,138,6,8.50
PRO003682,2022-02-14 13:30:00,Rain Man,Drama,Barry Levinson,1988,133,0,8.00
PRO003683,2022-02-15 10:00:00,Rocky,Drama,John G. Avildsen,1976,120,0,8.00
PRO003684,2022-02-15 12:30:00,The Kid,Comedy,Charles Chaplin,1921,68,12,8.00
PRO003685,2022-02-16 10:00:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,7.00
PRO003686,2022-02-17 10:00:00,The Breakfast Club,Comedy,John Hughes,1985,97,12,8.50
PRO003687,2022-02-18 10:30:00,Blood Simple,Crime,Joel Coen,1984,99,12,8.50
PRO003688,2022-02-18 13:00:00,The Breakfast Club,Comedy,John Hughes,1985,97,12,6.50
PRO003689,2022-02-18 15:30:00,The Breakfast Club,Comedy,John Hughes,1985,97,12,7.50
PRO003690,2022-02-19 10:30:00,Giant,Drama,George Stevens,1956,201,0,7.50
PRO003691,2022-02-19 15:00:00,Shadow of a Doubt,Film-Noir,Alfred Hitchcock,1943,108,6,7.50
PRO003692,2022-02-19 17:30:00,The Breakfast Club,Comedy,John Hughes,1985,97,12,8.00
PRO003693,2022-02-19 20:00:00,Sleuth,Mystery,Joseph L. Mankiewicz,1972,138,6,9.00
PRO003694,2022-02-20 10:30:00,The Breakfast Club,Comedy,John Hughes,1985,97,12,7.00
PRO003695,2022-02-20 13:00:00,Rocky,Drama,John G. Avildsen,1976,120,0,7.50
PRO003696,2022-02-20 16:00:00,The Breakfast Club,Comedy,John Hughes,1985,97,12,7.00
PRO003697,2022-02-20 18:30:00,The Adventures of Robin Hood,Action,Michael Curtiz,1938,102,6,9.00
PRO003698,2022-02-21 10:30:00,The Adventures of Robin Hood,Action,Michael Curtiz,1938,102,6,8.50
PRO003699,2022-02-21 13:00:00,In the Name of the Father,Biography,Jim Sheridan,1993,133,12,7.00
PRO003700,2022-02-21 16:00:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,8.50
PRO003701,2022-02-22 10:30:00,Rocky,Drama,John G. Avildsen,1976,120,0,6.50
PRO003702,2022-02-23 10:00:00,The Killing,Crime,Stanley Kubrick,1956,84,12,7.00
PRO003703,2022-02-24 10:00:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,8.50
PRO003704,2022-02-25 10:30:00,The Birds,Drama,Alfred Hitchcock,1963,119,12,8.00
PRO003705,2022-02-25 13:00:00,Rain Man,Drama,Barry Levinson,1988,133,0,8.50
PRO003706,2022-02-26 10:30:00,Sabrina,Comedy,Billy Wilder,1954,113,12,6.50
PRO003707,2022-02-26 13:30:00,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,6.50
PRO003708,2022-02-26 16:00:00,The Adventures of Robin Hood,Action,Michael Curtiz,1938,102,6,6.50
PRO003709,2022-02-26 18:30:00,Amélie,Comedy,Jean-Pierre Jeunet,2001,122,0,8.50
PRO003710,2022-02-27 10:00:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,6.50
PRO003711,2022-02-27 13:00:00,Blue Velvet,Drama,David Lynch,1986,120,12,6.50
PRO003712,2022-02-27 16:00:00,The Ladykillers,Comedy,Alexander Mackendrick,1955,91,12,7.00
PRO003713,2022-02-28 10:00:00,All About Eve,Drama,Joseph L. Mankiewicz,1950,138,12,8.50
PRO003714,2022-02-28 13:00:00,Amélie,Comedy,Jean-Pierre Jeunet,2001,122,0,8.50
PRO003715,2022-02-28 16:00:00,Taxi Driver,Crime,Martin Scorsese,1976,114,12,8.50
PRO003716,2022-03-01 10:30:00,Blue Velvet,Drama,David Lynch,1986,120,12,8.00
PRO003717,2022-03-01 13:30:00,The Birds,Drama,Alfred Hitchcock,1963,119,12,7.00
PRO003718,2022-03-01 16:30:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,6.50
PRO003719,2022-03-02 10:00:00,Wait Until Dark,Thriller,Terence Young,1967,108,12,7.50
PRO003720,2022-03-02 12:30:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,7.50
PRO003721,2022-03-03 10:00:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,7.50
PRO003722,2022-03-03 13:00:00,Sabrina,Comedy,Billy Wilder,1954,113,12,6.50
PRO003723,2022-03-03 15:30:00,The Others,Horror,Alejandro Amenábar,2001,101,12,8.00
PRO003724,2022-03-04 10:00:00,Boksuneun naui geot,Crime,Chan-wook Park,2002,129,16,7.50
PRO003725,2022-03-04 13:00:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,8.50
PRO003726,2022-03-04 15:30:00,Giant,Drama,George Stevens,1956,201,0,8.50
PRO003727,2022-03-05 10:30:00,Amélie,Comedy,Jean-Pierre Jeunet,2001,122,0,7.50
PRO003728,2022-03-05 13:30:00,All About Eve,Drama,Joseph L. Mankiewicz,1950,138,12,6.50
PRO003729,2022-03-05 17:00:00,Casablanca,Drama,Michael Curtiz,1942,102,0,8.00
PRO003730,2022-03-06 10:00:00,The Shining,Drama,Stanley Kubrick,1980,146,12,8.50
PRO003731,2022-03-06 13:30:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,7.00
PRO003732,2022-03-06 16:00:00,Blue Velvet,Drama,David Lynch,1986,120,12,8.50
PRO003733,2022-03-06 19:00:00,Casablanca,Drama,Michael Curtiz,1942,102,0,9.50
PRO003734,2022-03-07 10:30:00,The Breakfast Club,Comedy,John Hughes,1985,97,12,8.50
PRO003735,2022-03-08 10:00:00,Amélie,Comedy,Jean-Pierre Jeunet,2001,122,0,6.50
PRO003736,2022-03-08 13:00:00,Rain Man,Drama,Barry Levinson,1988,133,0,8.00
PRO003737,2022-03-08 16:00:00,Rain Man,Drama,Barry Levinson,1988,133,0,8.00
PRO003738,2022-03-09 10:30:00,Casablanca,Drama,Michael Curtiz,1942,102,0,8.50
PRO003739,2022-03-09 13:00:00,The Shining,Drama,Stanley Kubrick,1980,146,12,8.00
PRO003740,2022-03-10 10:30:00,Star Trek II: The Wrath of Khan,Action,Nicholas Meyer,1982,113,0,6.50
PRO003741,2022-03-11 10:30:00,Casablanca,Drama,Michael Curtiz,1942,102,0,8.00
PRO003742,2022-03-11 13:00:00,Amélie,Comedy,Jean-Pierre Jeunet,2001,122,0,8.50
PRO003743,2022-03-11 16:00:00,12 Angry Men,Crime,Sidney Lumet,1957,96,0,7.00
PRO003744,2022-03-12 10:30:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,7.50
PRO003745,2022-03-12 13:30:00,The Godfather,Crime,Francis Ford Coppola,1972,175,12,7.00
PRO003746,2022-03-12 17:30:00,The Big Lebowski,Comedy,Joel Coen,1998,117,16,8.50
PRO003747,2022-03-13 10:00:00,The Killing,Crime,Stanley Kubrick,1956,84,12,8.00
PRO003748,2022-03-13 12:30:00,A Little Princess,Drama,Alfonso Cuarón,1995,97,0,7.50
PRO003749,2022-03-13 15:00:00,The Shining,Drama,Stanley Kubrick,1980,146,12,7.50
PRO003750,2022-03-14 10:30:00,The Godfather,Crime,Francis Ford Coppola,1972,175,12,7.50
PRO003751,2022-03-14 14:00:00,The Ladykillers,Comedy,Alexander Mackendrick,1955,91,12,8.00
PRO003752,2022-03-14 16:30:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,6.50
PRO003753,2022-03-15 10:30:00,Star Trek II: The Wrath of Khan,Action,Nicholas Meyer,1982,113,0,7.00
PRO003754,2022-03-16 10:00:00,Amélie,Comedy,Jean-Pierre Jeunet,2001,122,0,8.00
PRO003755,2022-03-16 13:00:00,Sabrina,Comedy,Billy Wilder,1954,113,12,8.50
PRO003756,2022-03-16 16:00:00,The Godfather,Crime,Francis Ford Coppola,1972,175,12,8.50
PRO003757,2022-03-17 10:30:00,The Wizard of Oz,Adventure,Victor Fleming,1939,102,0,8.50
PRO003758,2022-03-18 10:00:00,Dial M for Murder,Crime,Alfred Hitchcock,1954,105,12,6.50
PRO003759,2022-03-18 12:30:00,A Little Princess,Drama,Alfonso Cuarón,1995,97,0,6.50
PRO003760,2022-03-18 15:00:00,The Wizard of Oz,Adventure,Victor Fleming,1939,102,0,8.50
PRO003761,2022-03-19 10:30:00,The Ladykillers,Comedy,Alexander Mackendrick,1955,91,12,7.50
PRO003762,2022-03-19 13:00:00,The Ladykillers,Comedy,Alexander Mackendrick,1955,91,12,7.00
PRO003763,2022-03-19 15:30:00,The Breakfast Club,Comedy,John Hughes,1985,97,12,8.50
PRO003764,2022-03-19 18:00:00,A Little Princess,Drama,Alfonso Cuarón,1995,97,0,9.00
PRO003765,2022-03-20 10:00:00,The Ladykillers,Comedy,Alexander Mackendrick,1955,91,12,7.00
PRO003766,2022-03-20 12:30:00,The Wizard of Oz,Adventure,Victor Fleming,1939,102,0,8.50
PRO003767,2022-03-20 15:00:00,Star Trek II: The Wrath of Khan,Action,Nicholas Meyer,1982,113,0,8.50
PRO003768,2022-03-21 10:30:00,The Breakfast Club,Comedy,John Hughes,1985,97,12,7.00
PRO003769,2022-03-22 10:00:00,Tombstone,Action,George P. Cosmatos,1993,130,16,6.50
PRO003770,2022-03-22 13:00:00,All About Eve,Drama,Joseph L. Mankiewicz,1950,138,12,8.00
PRO003771,2022-03-22 16:00:00,Ocean's Eleven,Crime,Steven Soderbergh,2001,116,12,8.00
PRO003772,2022-03-23 10:30:00,Star Trek II: The Wrath of Khan,Action,Nicholas Meyer,1982,113,0,7.50
PRO003773,2022-03-24 10:30:00,The Godfather,Crime,Francis Ford Coppola,1972,175,12,8.50
PRO003774,2022-03-25 10:30:00,Das Experiment,Drama,Oliver Hirschbiegel,2001,120,16,8.00
PRO003775,2022-03-26 10:00:00,Star Trek II: The Wrath of Khan,Action,Nicholas Meyer,1982,113,0,8.50
PRO003776,2022-03-26 13:00:00,La règle du jeu,Comedy,Jean Renoir,1939,110,12,8.00
PRO003777,2022-03-26 15:30:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,7.00
PRO003778,2022-03-27 10:30:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,7.00
PRO003779,2022-03-27 13:30:00,Idi i smotri,Drama,Elem Klimov,1985,142,12,7.50
PRO003780,2022-03-27 16:30:00,Ocean's Eleven,Crime,Steven Soderbergh,2001,116,12,8.50
PRO003781,2022-03-27 19:00:00,M - Eine Stadt sucht einen Mörder,Crime,Fritz Lang,1931,117,12,9.00
PRO003782,2022-03-28 10:30:00,The Shining,Drama,Stanley Kubrick,1980,146,12,8.50
PRO003783,2022-03-28 14:00:00,Tombstone,Action,George P. Cosmatos,1993,130,16,7.00
PRO003784,2022-03-28 17:00:00,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Animation,Hideaki Anno,1997,87,12,8.00
PRO003785,2022-03-29 10:00:00,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Animation,Hideaki Anno,1997,87,12,8.00
PRO003786,2022-03-30 10:30:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,7.00
PRO003787,2022-03-30 13:00:00,Alien,Horror,Ridley Scott,1979,117,16,7.50
PRO003788,2022-03-31 10:30:00,Tombstone,Action,George P. Cosmatos,1993,130,16,8.50
PRO003789,2022-04-01 10:00:00,The Big Lebowski,Comedy,Joel Coen,1998,117,16,7.00
PRO003790,2022-04-01 13:00:00,Annie Hall,Comedy,Woody Allen,1977,93,12,6.50
PRO003791,2022-04-02 10:00:00,Blue Velvet,Drama,David Lynch,1986,120,12,7.00
PRO003792,2022-04-02 13:00:00,The Lady Vanishes,Mystery,Alfred Hitchcock,1938,96,12,8.00
PRO003793,2022-04-02 15:30:00,M - Eine Stadt sucht einen Mörder,Crime,Fritz Lang,1931,117,12,8.00
PRO003794,2022-04-03 10:30:00,The Lady Vanishes,Mystery,Alfred Hitchcock,1938,96,12,6.50
PRO003795,2022-04-03 13:00:00,Tonari no Totoro,Animation,Hayao Miyazaki,1988,86,0,6.50
PRO003796,2022-04-03 15:00:00,A Little Princess,Drama,Alfonso Cuarón,1995,97,0,6.50
PRO003797,2022-04-03 17:30:00,Sabrina,Comedy,Billy Wilder,1954,113,12,8.00
PRO003798,2022-04-04 10:00:00,Pâfekuto burû,Animation,Satoshi Kon,1997,81,12,8.00
PRO003799,2022-04-04 12:00:00,Once Were Warriors,Crime,Lee Tamahori,1994,102,12,7.50
PRO003800,2022-04-05 10:00:00,Carlito's Way,Crime,Brian De Palma,1993,144,12,8.00
PRO003801,2022-04-05 13:30:00,Annie Hall,Comedy,Woody Allen,1977,93,12,8.50
PRO003802,2022-04-06 10:30:00,12 Angry Men,Crime,Sidney Lumet,1957,96,0,6.50
PRO003803,2022-04-06 13:00:00,Kumonosu-jô,Drama,Akira Kurosawa,1957,110,12,8.00
PRO003804,2022-04-07 10:00:00,Tonari no Totoro,Animation,Hayao Miyazaki,1988,86,0,7.50
PRO003805,2022-04-07 12:30:00,Kind Hearts and Coronets,Comedy,Robert Hamer,1949,106,0,6.50
PRO003806,2022-04-08 10:00:00,The Wizard of Oz,Adventure,Victor Fleming,1939,102,0,8.00
PRO003807,2022-04-08 12:30:00,When Harry Met Sally...,Comedy,Rob Reiner,1989,95,12,7.50
PRO003808,2022-04-09 10:00:00,Harry Potter and the Sorcerer's Stone,Adventure,Chris Columbus,2001,152,0,7.50
PRO003809,2022-04-09 13:30:00,The Birds,Drama,Alfred Hitchcock,1963,119,12,7.50
PRO003810,2022-04-09 16:30:00,Tombstone,Action,George P. Cosmatos,1993,130,16,6.50
PRO003811,2022-04-10 10:30:00,Tombstone,Action,George P. Cosmatos,1993,130,16,7.00
PRO003812,2022-04-10 13:30:00,Kumonosu-jô,Drama,Akira Kurosawa,1957,110,12,8.50
PRO003813,2022-04-10 16:00:00,The Godfather,Crime,Francis Ford Coppola,1972,175,12,7.50
PRO003814,2022-04-10 20:00:00,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Animation,Hideaki Anno,1997,87,12,10.00
PRO003815,2022-04-11 10:30:00,Harry Potter and the Sorcerer's Stone,Adventure,Chris Columbus,2001,152,0,6.50
PRO003816,2022-04-12 10:00:00,Dom za vesanje,Comedy,Emir Kusturica,1988,142,16,7.50
PRO003817,2022-04-13 10:30:00,Harry Potter and the Sorcerer's Stone,Adventure,Chris Columbus,2001,152,0,8.50
PRO003818,2022-04-14 10:30:00,The Royal Tenenbaums,Comedy,Wes Anderson,2001,110,12,7.50
PRO003819,2022-04-14 13:00:00,Harry Potter and the Sorcerer's Stone,Adventure,Chris Columbus,2001,152,0,8.00
PRO003820,2022-04-15 10:30:00,Tombstone,Action,George P. Cosmatos,1993,130,16,7.50
PRO003821,2022-04-15 13:30:00,Fried Green Tomatoes,Drama,Jon Avnet,1991,130,12,8.50
PRO003822,2022-04-15 16:30:00,Alien,Horror,Ridley Scott,1979,117,16,8.50
PRO003823,2022-04-16 10:30:00,Das Experiment,Drama,Oliver Hirschbiegel,2001,120,16,8.50
PRO003824,2022-04-16 13:30:00,Das Experiment,Drama,Oliver Hirschbiegel,2001,120,16,6.50
PRO003825,2022-04-16 16:30:00,The Big Lebowski,Comedy,Joel Coen,1998,117,16,7.50
PRO003826,2022-04-16 19:30:00,12 Angry Men,Crime,Sidney Lumet,1957,96,0,9.50
PRO003827,2022-04-17 10:30:00,12 Angry Men,Crime,Sidney Lumet,1957,96,0,8.00
PRO003828,2022-04-17 13:00:00,Carlito's Way,Crime,Brian De Palma,1993,144,12,8.00
PRO003829,2022-04-17 16:00:00,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,8.50
PRO003830,2022-04-18 10:30:00,Omohide poro poro,Animation,Isao Takahata,1991,118,0,7.00
PRO003831,2022-04-18 13:30:00,Omohide poro poro,Animation,Isao Takahata,1991,118,0,8.00
PRO003832,2022-04-19 10:00:00,The Wizard of Oz,Adventure,Victor Fleming,1939,102,0,8.50
PRO003833,2022-04-20 10:00:00,Days of Heaven,Drama,Terrence Malick,1978,94,6,7.50
PRO003834,2022-04-20 12:30:00,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,8.00
PRO003835,2022-04-21 10:00:00,The Lost Weekend,Drama,Billy Wilder,1945,101,12,8.50
PRO003836,2022-04-22 10:00:00,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,7.50
PRO003837,2022-04-22 12:30:00,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Animation,Hideaki Anno,1997,87,12,8.00
PRO003838,2022-04-23 10:00:00,Dil Chahta Hai,Comedy,Farhan Akhtar,2001,183,12,6.50
PRO003839,2022-04-23 14:00:00,Repulsion,Drama,Roman Polanski,1965,105,12,8.00
PRO003840,2022-04-23 16:30:00,Carlito's Way,Crime,Brian De Palma,1993,144,12,7.00
PRO003841,2022-04-24 10:00:00,Catch Me If You Can,Biography,Steven Spielberg,2002,141,12,8.50
PRO003842,2022-04-24 13:30:00,Fried Green Tomatoes,Drama,Jon Avnet,1991,130,12,6.50
PRO003843,2022-04-24 16:30:00,Fear and Loathing in Las Vegas,Adventure,Terry Gilliam,1998,118,16,8.50
PRO003844,2022-04-25 10:00:00,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,6.50
PRO003845,2022-04-25 12:30:00,Days of Heaven,Drama,Terrence Malick,1978,94,6,8.50
PRO003846,2022-04-26 10:00:00,Days of Heaven,Drama,Terrence Malick,1978,94,6,6.50
PRO003847,2022-04-26 12:30:00,Ordinary People,Drama,Robert Redford,1980,124,0,8.00
PRO003848,2022-04-26 15:30:00,Twelve Monkeys,Mystery,Terry Gilliam,1995,129,12,8.00
PRO003849,2022-04-27 10:30:00,The Hustler,Drama,Robert Rossen,1961,134,12,7.00
PRO003850,2022-04-27 13:30:00,Ordinary People,Drama,Robert Redford,1980,124,0,7.50
PRO003851,2022-04-27 16:30:00,The Last Emperor,Biography,Bernardo Bertolucci,1987,163,0,8.50
PRO003852,2022-04-28 10:30:00,Dom za vesanje,Comedy,Emir Kusturica,1988,142,16,7.00
PRO003853,2022-04-28 13:30:00,The Last Emperor,Biography,Bernardo Bertolucci,1987,163,0,6.50
PRO003854,2022-04-28 17:00:00,Twelve Monkeys,Mystery,Terry Gilliam,1995,129,12,8.50
PRO003855,2022-04-29 10:30:00,Once Were Warriors,Crime,Lee Tamahori,1994,102,12,7.00
PRO003856,2022-04-29 13:00:00,Being There,Comedy,Hal Ashby,1979,130,6,7.50
PRO003857,2022-04-30 10:00:00,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,7.50
PRO003858,2022-04-30 12:30:00,Tombstone,Action,George P. Cosmatos,1993,130,16,7.50
PRO003859,2022-04-30 15:30:00,Days of Heaven,Drama,Terrence Malick,1978,94,6,8.50
PRO003860,2022-05-01 10:30:00,M - Eine Stadt sucht einen Mörder,Crime,Fritz Lang,1931,117,12,7.50
PRO003861,2022-05-01 13:00:00,Peeping Tom,Drama,Michael Powell,1960,101,12,8.00
PRO003862,2022-05-01 15:30:00,Twelve Monkeys,Mystery,Terry Gilliam,1995,129,12,8.00
PRO003863,2022-05-01 18:30:00,The Godfather: Part II,Crime,Francis Ford Coppola,1974,202,12,10.00
PRO003864,2022-05-02 10:30:00,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,6.50
PRO003865,2022-05-02 13:00:00,Being There,Comedy,Hal Ashby,1979,130,6,8.50
PRO003866,2022-05-02 16:00:00,Pâfekuto burû,Animation,Satoshi Kon,1997,81,12,8.50
PRO003867,2022-05-03 10:30:00,Dom za vesanje,Comedy,Emir Kusturica,1988,142,16,7.00
PRO003868,2022-05-04 10:30:00,White Heat,Action,Raoul Walsh,1949,114,12,7.50
PRO003869,2022-05-04 13:30:00,Brazil,Drama,Terry Gilliam,1985,132,0,8.50
PRO003870,2022-05-04 16:30:00,Peeping Tom,Drama,Michael Powell,1960,101,12,8.00
PRO003871,2022-05-05 10:30:00,Lawrence of Arabia,Adventure,David Lean,1962,228,0,8.00
PRO003872,2022-05-05 15:30:00,Deliverance,Adventure,John Boorman,1972,109,0,8.50
PRO003873,2022-05-05 18:00:00,Donnie Brasco,Biography,Mike Newell,1997,127,12,9.50
PRO003874,2022-05-06 10:00:00,Omohide poro poro,Animation,Isao Takahata,1991,118,0,8.00
PRO003875,2022-05-06 13:00:00,Dom za vesanje,Comedy,Emir Kusturica,1988,142,16,8.50
PRO003876,2022-05-06 16:00:00,Hiroshima mon amour,Drama,Alain Resnais,1959,90,12,8.00
PRO003877,2022-05-07 10:00:00,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,6.50
PRO003878,2022-05-07 12:30:00,12 Angry Men,Crime,Sidney Lumet,1957,96,0,6.50
PRO003879,2022-05-07 15:00:00,The Last Emperor,Biography,Bernardo Bertolucci,1987,163,0,7.00
PRO003880,2022-05-08 10:00:00,Days of Heaven,Drama,Terrence Malick,1978,94,6,7.00
PRO003881,2022-05-08 12:30:00,Gandhi,Biography,Richard Attenborough,1982,191,0,8.50
PRO003882,2022-05-08 16:30:00,The Royal Tenenbaums,Comedy,Wes Anderson,2001,110,12,6.50
PRO003883,2022-05-09 10:00:00,When Harry Met Sally...,Comedy,Rob Reiner,1989,95,12,8.50
PRO003884,2022-05-10 10:00:00,Repulsion,Drama,Roman Polanski,1965,105,12,7.50
PRO003885,2022-05-10 12:30:00,The Godfather: Part II,Crime,Francis Ford Coppola,1974,202,12,6.50
PRO003886,2022-05-10 16:30:00,Les quatre cents coups,Crime,François Truffaut,1959,99,12,7.00
PRO003887,2022-05-11 10:30:00,Brazil,Drama,Terry Gilliam,1985,132,0,6.50
PRO003888,2022-05-11 13:30:00,Days of Heaven,Drama,Terrence Malick,1978,94,6,8.50
PRO003889,2022-05-11 16:00:00,Peeping Tom,Drama,Michael Powell,1960,101,12,7.00
PRO003890,2022-05-12 10:30:00,White Heat,Action,Raoul Walsh,1949,114,12,8.50
PRO003891,2022-05-12 13:00:00,Le charme discret de la bourgeoisie,Comedy,Luis Buñuel,1972,102,6,8.50
PRO003892,2022-05-12 15:30:00,Butch Cassidy and the Sundance Kid,Biography,George Roy Hill,1969,110,6,7.00
PRO003893,2022-05-13 10:00:00,Brazil,Drama,Terry Gilliam,1985,132,0,8.50
PRO003894,2022-05-14 10:30:00,White Heat,Action,Raoul Walsh,1949,114,12,8.00
PRO003895,2022-05-14 13:30:00,Twelve Monkeys,Mystery,Terry Gilliam,1995,129,12,7.50
PRO003896,2022-05-14 16:30:00,Dom za vesanje,Comedy,Emir Kusturica,1988,142,16,6.50
PRO003897,2022-05-14 19:30:00,Days of Heaven,Drama,Terrence Malick,1978,94,6,8.50
PRO003898,2022-05-15 10:00:00,Fear and Loathing in Las Vegas,Adventure,Terry Gilliam,1998,118,16,8.00
PRO003899,2022-05-15 13:00:00,The Hustler,Drama,Robert Rossen,1961,134,12,6.50
PRO003900,2022-05-15 16:00:00,Repulsion,Drama,Roman Polanski,1965,105,12,7.00
PRO003901,2022-05-15 18:30:00,Omohide poro poro,Animation,Isao Takahata,1991,118,0,9.00
